isin,name,ticker,size,asset_class,currency,domicile_country,hedged,dividends,ter,number_of_holdings,index,symbol,1 year,3 year,5 year
IE00BKSCBX74,UBS MSCI World Small Cap Socially Responsible UCITS ETF USD acc,UIMS,646.0,equity,USD,Ireland,False,Accumulating,0.23,716.0,MSCI World Small Cap SRI Low Carbon Select 5% Issuer Capped,,+4.52%,+23.46%,-
IE00BKT6FV49,iShares Core MSCI Japan IMI UCITS ETF EUR Hedged (Acc),AYEI,76.0,equity,EUR,Ireland,True,Accumulating,0.17,964.0,MSCI Japan IMI (EUR Hedged),,+46.27%,+120.31%,+131.53%
IE00BKTLJC87,iShares Smart City Infrastructure UCITS ETF USD (Acc),AYEU,312.0,equity,USD,Ireland,False,Accumulating,0.4,146.0,STOXX® Global Smart City Infrastructure,AYEU.DE,+5.35%,+38.29%,+52.58%
IE00BKVKW020,First Trust Value Line® Dividend Index UCITS ETF Acc,FVD,6.0,equity,USD,Ireland,False,Accumulating,0.7,238.0,Value Line® Dividend,,-0.89%,+15.88%,+54.46%
IE00BKVL7331,iShares Edge MSCI USA Minimum Volatility Advanced UCITS ETF,MVEA,100.0,equity,USD,Ireland,False,Accumulating,0.2,155.0,MSCI USA Minimum Volatility Advanced Select,MVEA.DE,-11.25%,+17.86%,+46.08%
IE00BKVL7778,iShares Edge MSCI World Minimum Volatility Advanced UCITS ETF (Acc),MVEW,250.0,equity,USD,Ireland,False,Accumulating,0.3,242.0,MSCI World Minimum Volatility Advanced Select,MVEW.DE,-4.63%,+22.77%,+44.54%
IE00BKVL7D31,iShares Edge MSCI Europe Minimum Volatility Advanced UCITS ETF (Acc),MVEE,26.0,equity,EUR,Ireland,False,Accumulating,0.25,109.0,MSCI Europe Minimum Volatility Advanced Select,MVEE.BE,+6.16%,+29.40%,+43.95%
IE00BKW9SX35,Invesco S&P 500 Low Volatility UCITS ETF Acc,SPLW,19.0,equity,USD,Ireland,False,Accumulating,0.25,100.0,S&P 500 Low Volatility,,-7.27%,+13.49%,-
IE00BKWQ0G16,SPDR MSCI Europe Financials UCITS ETF,SPYZ,746.0,equity,EUR,Ireland,False,Accumulating,0.18,86.0,MSCI Europe Financials 20/35 Capped,SPYZ.BE,+27.56%,+95.77%,+162.94%
IE00BKWQ0J47,SPDR MSCI Europe Industrials UCITS ETF,SPYQ,1071.0,equity,EUR,Ireland,False,Accumulating,0.18,90.0,MSCI Europe Industrials 20/35 Capped,SPYQ.BE,+23.19%,+78.77%,+104.36%
IE00BKWQ0M75,SPDR MSCI Europe Small Cap UCITS ETF,SPYS,269.0,equity,EUR,Ireland,False,Accumulating,0.3,825.0,MSCI Europe Small Cap,,+16.66%,+33.80%,+33.15%
IE00BKWQ0Q14,SPDR MSCI Europe UCITS ETF,SPYE,380.0,equity,EUR,Ireland,False,Accumulating,0.08,403.0,MSCI Europe,SPYE.BE,+14.23%,+44.84%,+72.42%
IE00BKY40J65,HSBC USA SCREENED EQUITY UCITS ETF USD,H412,687.0,equity,USD,Ireland,False,Accumulating,0.12,304.0,FTSE USA ESG Low Carbon Select,H412.BE,-0.33%,+45.91%,+75.62%
IE00BKY53D40,HSBC UK Screened Equity UCITS ETF GBP,R390,31.0,equity,GBP,Ireland,False,Accumulating,0.12,76.0,FTSE UK ESG Low Carbon Select,,+18.35%,+41.17%,+61.06%
IE00BKY55S33,HSBC JAPAN SCREENED EQUITY UCITS ETF USD,XU8Z,233.0,equity,USD,Ireland,False,Accumulating,0.18,241.0,FTSE Japan ESG Low Carbon Select,XU8Z.BE,+24.60%,+69.88%,+65.38%
IE00BKY55W78,HSBC Europe Screened Equity UCITS ETF EUR,H413,27.0,equity,EUR,Ireland,False,Accumulating,0.15,317.0,FTSE Developed Europe ESG Low Carbon Select,H413.BE,+16.36%,+46.18%,+63.73%
IE00BKY58G26,HSBC Asia Pacific Ex Japan Screened Equity UCITS ETF USD,H4Z2,377.0,equity,USD,Ireland,False,Accumulating,0.25,430.0,FTSE Asia Pacific ex Japan ESG Low Carbon Select,H4Z2.BE,+26.24%,+48.52%,+35.19%
IE00BKY59G90,HSBC EMERGING MARKET SCREENED EQUITY UCITS ETF USD,H4Z1,218.0,equity,USD,Ireland,False,Accumulating,0.18,657.0,FTSE Emerging ESG Low Carbon Select,H4Z1.BE,+18.97%,+50.88%,+27.54%
IE00BKY59K37,HSBC DEVELOPED WORLD SCREENED EQUITY UCITS ETF USD,H41C,246.0,equity,USD,Ireland,False,Accumulating,0.18,680.0,FTSE Developed ESG Low Carbon Select,H41C.DE,+5.70%,+48.03%,+73.00%
IE00BL0BMZ89,VanEck Morningstar Global Wide Moat UCITS ETF,VVGM,140.0,equity,USD,Ireland,False,Accumulating,0.52,78.0,Morningstar Global Wide Moat Focus,VVGM.BE,+6.96%,+33.81%,+53.84%
IE00BL25JL35,Xtrackers MSCI World Quality UCITS ETF 1C,XDEQ,2280.0,equity,USD,Ireland,False,Accumulating,0.25,299.0,MSCI World Sector Neutral Quality,XDEQ.BE,+0.30%,+47.60%,+73.49%
IE00BL25JM42,Xtrackers MSCI World Value UCITS ETF 1C,XDEV,3224.0,equity,USD,Ireland,False,Accumulating,0.25,400.0,MSCI World Enhanced Value,XDEV.BE,+27.28%,+63.69%,+99.72%
IE00BL25JN58,Xtrackers MSCI World Minimum Volatility UCITS ETF 1C,XDEB,642.0,equity,USD,Ireland,False,Accumulating,0.25,275.0,MSCI World Minimum Volatility,XDEB.BE,-5.07%,+21.99%,+43.49%
IE00BL25JP72,Xtrackers MSCI World Momentum UCITS ETF 1C,XDEM,1607.0,equity,USD,Ireland,False,Accumulating,0.25,348.0,MSCI World Momentum,XDEM.BE,+0.55%,+60.96%,+60.13%
IE00BL643144,Goshawk Global Balanced Fund UCITS ETF Accumulating,ROE,19.0,equity,USD,Ireland,False,Accumulating,0.69,70.0,Global Balance Fund,,-0.61%,+28.63%,+15.11%
IE00BL6K8C82,iShares MSCI Europe Paris-Aligned Climate UCITS ETF EUR (Acc),CBUA,125.0,equity,EUR,Ireland,False,Accumulating,0.15,270.0,MSCI Europe Climate Paris Aligned Benchmark Select,,+9.79%,+38.17%,-
IE00BL6K8D99,iShares MSCI EMU Paris-Aligned Climate UCITS ETF EUR (Acc),CBUB,1240.0,equity,EUR,Ireland,False,Accumulating,0.15,146.0,MSCI EMU Climate Paris Aligned Benchmark Select,,+11.18%,+40.00%,-
IE00BLB2GQ94,iShares Conservative Portfolio UCITS ETF USD Hedged (Acc),MACU,0.0,equity,USD,Ireland,True,Accumulating,0.25,13760.0,iShares Conservative Portfolio (USD Hedged),,-7.29%,+7.81%,-
IE00BLB2GS19,iShares Growth Portfolio UCITS ETF USD Hedged (Acc),MAGU,1.0,equity,USD,Ireland,True,Accumulating,0.25,8491.0,iShares Growth Portfolio (USD Hedged),,-3.78%,+32.65%,-
IE00BLB2GT26,iShares Moderate Portfolio UCITS ETF USD Hedged (Acc),MODU,5.0,equity,USD,Ireland,True,Accumulating,0.25,13691.0,iShares Moderate Portfolio (USD Hedged),,-5.87%,+19.41%,-
IE00BLCHJ534,Global X U.S. Infrastructure Development UCITS ETF USD Accumulating,94VE,459.0,equity,USD,Ireland,False,Accumulating,0.47,98.0,Indxx U.S. Infrastructure Development,,+17.07%,+73.51%,-
IE00BLCHJT74,Global X Internet of Things UCITS ETF USD Accumulating,SN5R,1.0,equity,USD,Ireland,False,Accumulating,0.6,56.0,Indxx Global Internet of Things Thematic,,-4.28%,+10.09%,-
IE00BLCHJZ35,Global X FinTech UCITS ETF USD Accumulating,XFIN,4.0,equity,USD,Ireland,False,Accumulating,0.6,60.0,Indxx Global Fintech Thematic,,-38.11%,-2.53%,-
IE00BLLZQ805,iShares Growth Portfolio UCITS ETF EUR (Acc),MAGR,75.0,equity,EUR,Ireland,False,Accumulating,0.25,8491.0,iShares Growth Portfolio,MAGR.BE,+7.88%,+38.45%,+36.23%
IE00BLLZQS08,iShares Moderate Portfolio UCITS ETF EUR (Acc),MODR,36.0,equity,EUR,Ireland,False,Accumulating,0.25,13691.0,iShares Moderate Portfolio,MODR.BE,+6.05%,+25.05%,+19.52%
IE00BLNMYC90,Xtrackers S&P 500 Equal Weight UCITS ETF 1C,XDEW,7538.0,equity,USD,Ireland,False,Accumulating,0.15,503.0,S&P 500® Equal Weight,XDEW.BE,-0.46%,+24.96%,+63.89%
IE00BLP53M98,iShares Conservative Portfolio UCITS ETF EUR (Acc),MACV,13.0,equity,EUR,Ireland,False,Accumulating,0.25,13760.0,iShares Conservative Portfolio,MACV.DE,+4.56%,+13.33%,+2.33%
IE00BLRB0242,Invesco Global Clean Energy UCITS ETF Acc,G1CE,62.0,equity,USD,Ireland,False,Accumulating,0.6,110.0,WilderHill New Energy Global Innovation,G1CE.BE,+42.28%,-14.71%,-
IE00BLRPN388,Fidelity Emerging Markets Equity Research Enhanced UCITS ETF ACC-USD,FYER,2838.0,equity,USD,Ireland,False,Accumulating,0.3,416.0,Fidelity Emerging Markets Equity Research Enhanced,FYER.DE,+25.33%,+42.25%,+16.84%
IE00BLRPQH31,Rize Sustainable Future of Food UCITS ETF,RIZF,73.0,equity,USD,Ireland,False,Accumulating,0.45,52.0,Foxberry Tematica Research Sustainable Future of Food,RIZF.BE,-6.18%,-15.90%,-29.78%
IE00BLRPRR04,Rize Environmental Impact 100 UCITS ETF,WRLD,110.0,equity,USD,Ireland,False,Accumulating,0.55,99.0,Foxberry SMS Environmental Impact 100,,+16.34%,+25.06%,-
IE00BLSN7P11,UBS S&P 500 ESG Elite UCITS ETF USD acc,AW1C,173.0,equity,USD,Ireland,False,Accumulating,0.15,124.0,S&P 500® ESG Elite,AW1C.DE,+1.11%,+53.65%,-
IE00BLSN7W87,UBS S&P 500 ESG Elite UCITS ETF hEUR acc,AW1B,93.0,equity,EUR,Ireland,True,Accumulating,0.18,124.0,S&P 500® ESG Elite (EUR Hedged),AW1B.DE,+12.56%,+59.38%,-
IE00BM67HJ62,Xtrackers MSCI Emerging Markets ex China UCITS ETF 1C,XDEX,67.0,equity,GBP,Ireland,False,Accumulating,0.16,622.0,MSCI Emerging Markets ex China,,+34.86%,+48.02%,+60.66%
IE00BM67HK77,Xtrackers MSCI World Health Care UCITS ETF 1C,XDWH,3064.0,equity,USD,Ireland,False,Accumulating,0.25,118.0,MSCI World Health Care,XDWH.BE,-1.79%,+12.92%,+39.27%
IE00BM67HL84,Xtrackers MSCI World Financials UCITS ETF 1C,XDWF,2472.0,equity,USD,Ireland,False,Accumulating,0.25,236.0,MSCI World Financials,XDWF.BE,+3.01%,+54.25%,+106.42%
IE00BM67HN09,Xtrackers MSCI World Consumer Staples UCITS ETF 1C,XDWS,722.0,equity,USD,Ireland,False,Accumulating,0.25,92.0,MSCI World Consumer Staples,XDWS.BE,+2.78%,+19.66%,+48.76%
IE00BM67HP23,Xtrackers MSCI World Consumer Discretionary UCITS ETF 1C,XDWC,207.0,equity,USD,Ireland,False,Accumulating,0.25,126.0,MSCI World Consumer Discretionary,XDWC.BE,-11.37%,+33.67%,+29.77%
IE00BM67HQ30,Xtrackers MSCI World Utilities UCITS ETF 1C,XDWU,535.0,equity,USD,Ireland,False,Accumulating,0.25,74.0,MSCI World Utilities,XDWU.BE,+16.28%,+42.57%,+69.63%
IE00BM67HR47,Xtrackers MSCI World Communication Services UCITS ETF 1C,XWTS,407.0,equity,USD,Ireland,False,Accumulating,0.25,65.0,MSCI World Communication Services 20/35 Custom,XWTS.BE,+3.42%,+100.52%,+71.46%
IE00BM67HS53,Xtrackers MSCI World Materials UCITS ETF 1C,XDWM,545.0,equity,USD,Ireland,False,Accumulating,0.25,88.0,MSCI World Materials,XDWM.BE,+17.30%,+32.29%,+61.34%
IE00BM67HT60,Xtrackers MSCI World Information Technology UCITS ETF 1C,XDWT,4788.0,equity,USD,Ireland,False,Accumulating,0.25,144.0,MSCI World Information Technology 20/35 Custom,XDWT.BE,+1.21%,+89.07%,+105.38%
IE00BM67HV82,Xtrackers MSCI World Industrials UCITS ETF 1C,XDWI,587.0,equity,USD,Ireland,False,Accumulating,0.25,257.0,MSCI World Industrials,XDWI.BE,+17.06%,+65.18%,+96.41%
IE00BM67HW99,Xtrackers S&P 500 UCITS ETF 1C - EUR Hedged,XDPE,489.0,equity,EUR,Ireland,True,Accumulating,0.2,502.0,S&P 500® (EUR Hedged),XDPE.BE,+9.99%,+59.57%,+64.43%
IE00BM67HX07,Xtrackers S&P 500 UCITS ETF 2C - GBP Hedged,XDPG,540.0,equity,GBP,Ireland,True,Accumulating,0.09,502.0,S&P 500® (GBP Hedged),,+7.58%,+70.07%,+77.24%
IE00BM8QS095,Invesco MSCI China Technology All Shares Stock Connect UCITS ETF Acc,ICNT,131.0,equity,USD,Ireland,False,Accumulating,0.49,100.0,MSCI China Technology All Shares Stock Connect Select,,+3.38%,+5.46%,-
IE00BM9TSP27,WisdomTree Emerging Markets ex-State-Owned Enterprises UCITS ETF,XSOE,14.0,equity,USD,Ireland,False,Accumulating,0.32,542.0,WisdomTree Emerging Markets ex-State-Owned Enterprises ESG Screened,,+21.41%,+40.19%,-
IE00BMD8KP97,Invesco Nasdaq Next Generation 100 UCITS ETF Acc,EQQJ,35.0,equity,USD,Ireland,False,Accumulating,0.25,106.0,Nasdaq Next Generation 100,EQQJ.DE,+3.58%,+32.67%,-
IE00BMDBMG37,iShares MSCI Europe SRI UCITS ETF USD (Acc),AYE9,23.0,equity,USD,Ireland,False,Accumulating,0.2,120.0,MSCI Europe SRI Select Reduced Fossil Fuels,,-0.06%,+21.33%,+36.42%
IE00BMDBMK72,iShares MSCI Pacific ex-Japan ESG Enhanced CTB UCITS ETF USD (Acc),APJX,79.0,equity,USD,Ireland,False,Accumulating,0.2,88.0,MSCI Pacific ex Japan ESG Enhanced Focus CTB,,+8.17%,+18.05%,-
IE00BMDBMT65,Invesco MSCI Pacific Ex Japan Universal Screened UCITS ETF Acc,ESGP,61.0,equity,USD,Ireland,False,Accumulating,0.19,87.0,MSCI Pacific ex Japan Universal Select Business Screens,ESGP.BE,+7.48%,+21.81%,+38.16%
IE00BMDBMV87,Invesco MSCI Japan Universal Screened UCITS ETF Acc,ESGJ,8.0,equity,USD,Ireland,False,Accumulating,0.15,172.0,MSCI Japan Universal Select Business Screens,ESGJ.BE,+24.97%,+62.85%,+51.84%
IE00BMDBMW94,Invesco MSCI Europe Ex UK Universal Screened UCITS ETF Acc,ESGX,10.0,equity,EUR,Ireland,False,Accumulating,0.16,255.0,MSCI Europe ex UK Universal Select Business Screens,ESGX.DE,+12.63%,+44.34%,-
IE00BMDBMY19,Invesco MSCI Emerging Markets Universal Screened UCITS ETF Acc,ESGM,75.0,equity,USD,Ireland,False,Accumulating,0.19,449.0,MSCI Emerging Markets Universal Select Business Screens,,+24.68%,+44.55%,-
IE00BMDPBY65,Franklin STOXX Europe 600 Paris Aligned Climate UCITS ETF,FLXP,36.0,equity,EUR,Ireland,False,Accumulating,0.15,306.0,STOXX® Europe 600 Paris-Aligned,FLXP.DE,+1.94%,+26.29%,+47.18%
IE00BMDPBZ72,Franklin S&P 500 Paris Aligned Climate UCITS ETF,FLX5,408.0,equity,USD,Ireland,False,Accumulating,0.07,270.0,S&P 500 Net Zero 2050 Paris-Aligned ESG,FLX5.DE,-5.07%,+53.00%,+84.45%
IE00BMDV7354,JPMorgan AC Asia Pacific ex Japan Research Enhanced Index Equity (ESG) UCITS ETF USD (acc),JREA,125.0,equity,USD,Ireland,False,Accumulating,0.36,339.0,JP Morgan AC Asia Pacific ex Japan Research Enhanced Index Equity (ESG),,+22.17%,+37.26%,-
IE00BMDV7578,JPMorgan China A Research Enhanced Index Equity (ESG) UCITS ETF USD (acc),JREC,17.0,equity,USD,Ireland,False,Accumulating,0.4,278.0,JP Morgan China A Research Enhanced Index Equity (ESG),,+16.09%,+5.97%,-
IE00BMDWYZ92,JPMorgan Carbon Transition Global Equity (CTB) UCITS ETF USD (acc),JPCT,421.0,equity,USD,Ireland,False,Accumulating,0.19,359.0,Solactive JP Morgan Asset Management Carbon Transition Global Equity,JPCT.DE,+1.15%,+45.91%,+72.00%
IE00BMFKG444,Xtrackers Nasdaq 100 UCITS ETF 1C,XNAS,1620.0,equity,USD,Ireland,False,Accumulating,0.2,101.0,Nasdaq 100®,XNAS.DE,-1.02%,+81.10%,+87.56%
IE00BMG6Z448,iShares MSCI EM ex-China UCITS ETF USD (Acc),84X0,3701.0,equity,USD,Ireland,False,Accumulating,0.18,637.0,MSCI Emerging Markets ex China,,+33.80%,+66.17%,-
IE00BMH5VP31,iShares Edge MSCI World Minimum Volatility Advanced UCITS ETF EUR Hedged (Acc),3I40,78.0,equity,EUR,Ireland,True,Accumulating,0.35,242.0,MSCI World Minimum Volatility Advanced Select (EUR Hedged),,+4.93%,+31.71%,-
IE00BMH5YR69,Global X Autonomous & Electric Vehicles UCITS ETF USD Accumulating,DR7E,7.0,equity,USD,Ireland,False,Accumulating,0.5,75.0,Solactive Autonomous & Electric Vehicles,,+22.81%,+29.51%,-
IE00BMVB5K07,Vanguard LifeStrategy 20% Equity UCITS ETF Accumulating,V20A,89.0,equity,EUR,Ireland,False,Accumulating,0.25,14545.0,Vanguard LifeStrategy 20% Equity,V20A.AS,+4.37%,+15.84%,+2.83%
IE00BMVB5M21,Vanguard LifeStrategy 40% Equity UCITS ETF Accumulating,V40A,196.0,equity,EUR,Ireland,False,Accumulating,0.25,14545.0,Vanguard LifeStrategy 40% Equity,V40A.AS,+5.12%,+24.35%,+17.29%
IE00BMVB5P51,Vanguard LifeStrategy 60% Equity UCITS ETF Accumulating,V60A,695.0,equity,EUR,Ireland,False,Accumulating,0.25,14555.0,Vanguard LifeStrategy 60% Equity,V60A.AS,+5.45%,+33.04%,+33.14%
IE00BMVB5R75,Vanguard LifeStrategy 80% Equity UCITS ETF (EUR) Accumulating,V80A,904.0,equity,EUR,Ireland,False,Accumulating,0.25,14571.0,Vanguard LifeStrategy 80% Equity,V80A.AS,+5.77%,+42.19%,+50.89%
IE00BMW3QX54,L&G ROBO Global Robotics and Automation UCITS ETF,IROB,751.0,equity,USD,Ireland,False,Accumulating,0.8,77.0,ROBO-STOX® Global Robotics and Automation,IROB.BE,+13.87%,+32.60%,+13.04%
IE00BMW42306,iShares MSCI Europe Financials Sector UCITS ETF EUR (Acc),ESIF,1986.0,equity,EUR,Ireland,False,Accumulating,0.18,87.0,MSCI Europe Financials 20/35 Capped,ESIF.DE,+27.61%,+95.99%,+163.75%
IE00BMW42520,iShares MSCI Europe Industrials Sector UCITS ETF EUR (Acc),ESIN,1172.0,equity,EUR,Ireland,False,Accumulating,0.18,89.0,MSCI Europe Industrials 20/35 Capped,,+23.12%,+78.87%,-
IE00BMXC7V63,iShares S&P 500 Paris-Aligned Climate UCITS ETF USD (Acc),UQAB,383.0,equity,USD,Ireland,False,Accumulating,0.07,297.0,S&P 500® Paris-Aligned Climate Sustainability Screened,,-4.86%,+52.27%,-
IE00BMXC7W70,iShares MSCI World Paris-Aligned Climate UCITS ETF USD (Acc),WPAB,317.0,equity,USD,Ireland,False,Accumulating,0.2,453.0,MSCI World Climate Paris Aligned Benchmark Select,,-1.07%,+43.88%,-
IE00BMY76136,Xtrackers MSCI World ESG UCITS ETF 2C EUR Hedged,XZWE,901.0,equity,EUR,Ireland,True,Accumulating,0.25,636.0,MSCI World Low Carbon SRI Selection (EUR Hedged),XZWE.DE,+10.77%,+57.68%,+62.19%
IE00BN4PXC48,UBS Climate Aware Global Developed Equity CTB UCITS ETF USD acc,AW11,15.0,equity,USD,Ireland,False,Accumulating,0.19,812.0,Solactive UBS Climate Aware Global Developed Equity CTB,AW11.DE,+3.58%,+45.41%,-
IE00BN4Q0370,UBS MSCI World ex USA Climate Paris Aligned UCITS ETF USD acc,AW10,19.0,equity,USD,Ireland,False,Accumulating,0.12,423.0,MSCI World ex USA Climate Paris Aligned,AW10.DE,+11.05%,+61.48%,-
IE00BN4Q0602,UBS MSCI USA Climate Paris Aligned UCITS ETF USD acc,AW16,100.0,equity,USD,Ireland,False,Accumulating,0.09,150.0,MSCI USA Climate Paris Aligned,AW16.DE,-6.99%,+43.32%,-
IE00BN4Q0933,UBS MSCI Europe Climate Paris Aligned UCITS ETF EUR acc,AW13,6.0,equity,EUR,Ireland,False,Accumulating,0.15,241.0,MSCI Europe Climate Paris Aligned,AW13.DE,+11.55%,+39.48%,-
IE00BN4Q0L55,UBS MSCI EMU Climate Paris Aligned UCITS ETF EUR acc,AW1Z,4.0,equity,EUR,Ireland,False,Accumulating,0.14,117.0,MSCI EMU Climate Paris Aligned,AW1Z.DE,+8.04%,+33.97%,-
IE00BN4Q0P93,UBS MSCI ACWI Climate Paris Aligned UCITS ETF USD acc,AW14,33.0,equity,USD,Ireland,False,Accumulating,0.18,677.0,MSCI ACWI Climate Paris Aligned,,+1.71%,+43.89%,-
IE00BN4Q0X77,UBS MSCI Japan Climate Paris Aligned UCITS ETF JPY acc,AW15,126.0,equity,JPY,Ireland,False,Accumulating,0.12,53.0,MSCI Japan Climate Paris Aligned,AW15.DE,+14.52%,+31.65%,-
IE00BN4Q1675,UBS MSCI EM Climate Paris Aligned UCITS ETF USD acc,AW12,206.0,equity,USD,Ireland,False,Accumulating,0.16,340.0,MSCI Emerging Markets Climate Paris Aligned,,+23.32%,+40.58%,-
IE00BNC0M350,UBS MSCI USA Universal UCITS ETF USD acc,AW1F,3.0,equity,USD,Ireland,False,Accumulating,0.07,482.0,MSCI USA Universal Low Carbon Select 5% Issuer Capped,,-2.86%,+53.33%,-
IE00BNC0M913,UBS MSCI EMU Universal UCITS ETF EUR acc,AW1H,203.0,equity,EUR,Ireland,False,Accumulating,0.12,200.0,MSCI EMU Universal Low Carbon Select 5% Issuer Capped,,+13.93%,+49.88%,-
IE00BNC0MD55,UBS MSCI Japan Universal UCITS ETF JPY acc,AW1I,97.0,equity,JPY,Ireland,False,Accumulating,0.15,166.0,MSCI Japan Universal Low Carbon Select 5% Issuer Capped,,+25.03%,+62.00%,-
IE00BNC0MH93,UBS MSCI EM ex China Socially Responsible UCITS ETF USD acc,AW1J,5.0,equity,USD,Ireland,False,Accumulating,0.2,151.0,MSCI Emerging Markets ex China SRI Low Carbon Select 5% Issuer Capped,,+34.01%,-,-
IE00BNC1G699,Xtrackers MSCI EMU ESG UCITS ETF 1C,XZEZ,51.0,equity,EUR,Ireland,False,Accumulating,0.2,104.0,MSCI EMU Low Carbon SRI Selection,XZEZ.DE,-0.41%,+30.66%,-
IE00BNG8L278,Vanguard ESG Global All Cap UCITS ETF (USD) Accumulating,V3AA,731.0,equity,USD,Ireland,False,Accumulating,0.24,5681.0,FTSE Global All Cap Choice,V3AA.AS,+3.08%,+49.33%,-
IE00BNGFMX61,Fidelity Japan Equity Research Enhanced UCITS ETF ACC-JPY,FJPR,297.0,equity,JPY,Ireland,False,Accumulating,0.25,108.0,Fidelity Japan Equity Research Enhanced,FJPR.BE,+20.80%,+53.56%,+50.11%
IE00BNGFMY78,Fidelity Pacific ex-Japan Equity Research Enhanced UCITS ETF ACC-USD,FEPX,395.0,equity,USD,Ireland,False,Accumulating,0.2,73.0,Fidelity Pacific ex-Japan Equity Research Enhanced,FEPX.BE,+7.29%,+19.54%,+36.42%
IE00BNGJJT35,Invesco S&P 500 Equal Weight UCITS ETF Acc,SP2Q,794.0,equity,USD,Ireland,False,Accumulating,0.2,500.0,S&P 500® Equal Weight,SP2Q.DE,-0.36%,+25.09%,-
IE00BP2C0316,HSBC MSCI Europe Climate Paris Aligned UCITS ETF EUR Acc,HPAE,38.0,equity,EUR,Ireland,False,Accumulating,0.15,242.0,MSCI Europe Climate Paris Aligned,,+11.32%,+39.46%,-
IE00BP2C1S34,HSBC MSCI USA Climate Paris Aligned UCITS ETF USD Acc,HPAU,28.0,equity,USD,Ireland,False,Accumulating,0.12,150.0,MSCI USA Climate Paris Aligned,,-6.98%,+43.10%,-
IE00BP2C1V62,HSBC MSCI World Climate Paris Aligned UCITS ETF,HPAW,476.0,equity,USD,Ireland,False,Accumulating,0.18,461.0,MSCI World Climate Paris Aligned,,-1.01%,+43.45%,-
IE00BP2NF958,JPMorgan Japan Research Enhanced Index Equity (ESG) UCITS ETF USD (acc),JREJ,350.0,equity,USD,Ireland,False,Accumulating,0.25,123.0,JP Morgan Japan Research Enhanced Index Equity (ESG),,+23.07%,+60.35%,-
IE00BP3QZ601,iShares Edge MSCI World Quality Factor UCITS ETF (Acc),IS3Q,3815.0,equity,USD,Ireland,False,Accumulating,0.25,297.0,MSCI World Sector Neutral Quality,IS3Q.BE,+0.37%,+47.51%,+73.15%
IE00BP3QZ825,iShares Edge MSCI World Momentum Factor UCITS ETF (Acc),IS3R,3362.0,equity,USD,Ireland,False,Accumulating,0.25,350.0,MSCI World Momentum,IS3R.BE,+0.63%,+60.69%,+59.65%
IE00BP3QZB59,iShares Edge MSCI World Value Factor UCITS ETF,IS3S,4595.0,equity,USD,Ireland,False,Accumulating,0.25,400.0,MSCI World Enhanced Value,IS3S.BE,+27.34%,+63.73%,+99.40%
IE00BP3QZD73,iShares MSCI World Mid-Cap Equal Weight UCITS ETF USD (Acc),IS3T,358.0,equity,USD,Ireland,False,Accumulating,0.3,778.0,MSCI World Mid Cap Equal Weighted,IS3T.BE,+7.84%,+31.42%,+40.34%
IE00BP3QZJ36,iShares MSCI France UCITS ETF,IS3U,210.0,equity,EUR,Ireland,False,Accumulating,0.25,55.0,MSCI France,IS3U.BE,+5.58%,+25.45%,+62.58%
IE00BQN1K562,iShares Edge MSCI Europe Quality Factor UCITS ETF,CEMQ,652.0,equity,EUR,Ireland,False,Accumulating,0.25,126.0,MSCI Europe Sector Neutral Quality,CEMQ.BE,+5.11%,+26.62%,+46.07%
IE00BQN1K786,iShares Edge MSCI Europe Momentum Factor UCITS ETF,CEMR,825.0,equity,EUR,Ireland,False,Accumulating,0.25,126.0,MSCI Europe Momentum,CEMR.BE,+18.93%,+70.30%,+75.84%
IE00BQN1K901,iShares Edge MSCI Europe Value Factor UCITS ETF,CEMS,2247.0,equity,EUR,Ireland,False,Accumulating,0.25,151.0,MSCI Europe Enhanced Value,CEMS.BE,+30.14%,+66.67%,+110.48%
IE00BQN1KC32,iShares Edge MSCI Europe Size Factor UCITS ETF,CEMT,31.0,equity,EUR,Ireland,False,Accumulating,0.25,224.0,MSCI Europe Mid Cap Equal Weighted,CEMT.DE,+18.31%,+38.51%,+43.10%
IE00BQQP9G91,VanEck Junior Gold Miners UCITS,G2XJ,1415.0,equity,USD,Ireland,False,Accumulating,0.55,86.0,MVIS Global Junior Gold Miners,G2XJ.BE,+131.62%,+262.47%,+196.16%
IE00BQQP9H09,VanEck Morningstar US ESG Wide Moat UCITS ETF A,GMVM,321.0,equity,USD,Ireland,False,Accumulating,0.49,62.0,Morningstar US Sustainability Moat Focus,GMVM.BE,-5.61%,+16.38%,+36.56%
IE00BQT3WG13,iShares MSCI China A UCITS ETF,36BZ,2085.0,equity,USD,Ireland,False,Accumulating,0.4,385.0,MSCI China A Inclusion,,+13.61%,+3.73%,-15.51%
IE00BRB36B93,Xtrackers MSCI Japan Screened UCITS ETF 3C - EUR Hedged,XDNE,65.0,equity,EUR,Ireland,True,Accumulating,0.25,163.0,MSCI Japan Select Screened (EUR Hedged),XDNE.BE,+40.77%,+114.04%,+122.97%
IE00BSPLC298,SPDR MSCI Europe Small Cap Value Weighted UCITS ETF,ZPRX,519.0,equity,EUR,Ireland,False,Accumulating,0.3,801.0,MSCI Europe Small Cap Value Weighted,ZPRX.BE,+23.60%,+45.67%,+67.60%
